latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.54833,13.407822,38.0,0,GMT,GMT

time,temperature_2m (°C),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),is_day (),sunshine_duration (s),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²)
2021-08-01T00:00,17.0,26,5,5,63,0,0.00,0.0,0.0,0.0
2021-08-01T01:00,16.1,25,0,0,83,0,0.00,0.0,0.0,0.0
2021-08-01T02:00,15.3,26,1,6,70,0,0.00,0.0,0.0,0.0
2021-08-01T03:00,14.9,30,0,0,100,0,0.00,0.0,0.0,0.0
2021-08-01T04:00,14.9,31,0,2,99,1,0.00,15.7,2.6,30.1
2021-08-01T05:00,16.2,31,0,1,100,1,1684.18,106.4,26.2,123.1
2021-08-01T06:00,17.1,30,0,0,100,1,1842.31,195.3,44.1,121.4
2021-08-01T07:00,17.9,39,10,0,100,1,610.80,262.4,40.6,80.4
2021-08-01T08:00,19.3,78,51,3,100,1,2517.27,369.5,90.7,143.9
2021-08-01T09:00,19.9,100,74,30,100,1,223.73,327.0,49.2,67.5
2021-08-01T10:00,20.8,84,29,46,100,1,1379.78,408.3,84.2,106.0
2021-08-01T11:00,21.5,77,27,38,100,1,2231.76,468.1,110.4,134.4
2021-08-01T12:00,20.2,100,18,94,100,1,2008.24,416.4,102.9,126.9
2021-08-01T13:00,20.2,69,15,42,100,1,0.00,239.2,20.3,26.6
2021-08-01T14:00,21.1,52,9,30,86,1,3600.00,366.4,126.5,187.5
2021-08-01T15:00,21.6,34,2,21,66,1,3600.00,415.0,286.6,511.7
2021-08-01T16:00,21.7,19,2,28,0,1,3600.00,302.4,210.5,496.7
2021-08-01T17:00,21.1,41,21,37,0,1,3600.00,158.8,102.2,371.4
2021-08-01T18:00,19.2,63,26,50,31,1,3600.00,53.6,28.1,225.7
2021-08-01T19:00,17.9,100,77,44,43,0,10.95,0.0,0.0,0.0
2021-08-01T20:00,17.0,16,2,23,1,0,0.00,0.0,0.0,0.0
2021-08-01T21:00,16.2,8,0,13,0,0,0.00,0.0,0.0,0.0
2021-08-01T22:00,15.9,10,6,7,0,0,0.00,0.0,0.0,0.0
2021-08-01T23:00,15.5,2,2,0,0,0,0.00,0.0,0.0,0.0
2021-08-02T00:00,15.1,14,5,8,14,0,0.00,0.0,0.0,0.0
2021-08-02T01:00,14.6,19,0,31,0,0,0.00,0.0,0.0,0.0
2021-08-02T02:00,14.4,73,14,100,0,0,0.00,0.0,0.0,0.0
2021-08-02T03:00,15.0,100,44,100,0,0,0.00,0.0,0.0,0.0
2021-08-02T04:00,15.2,100,67,92,0,1,0.00,2.7,0.0,0.0
2021-08-02T05:00,15.4,34,8,44,0,1,0.00,37.3,10.9,52.0
2021-08-02T06:00,16.2,58,14,70,13,1,3600.00,184.5,91.0,252.5
2021-08-02T07:00,16.9,49,22,29,39,1,3600.00,291.8,151.1,300.5
2021-08-02T08:00,17.9,50,18,44,25,1,3600.00,429.4,276.7,440.9
2021-08-02T09:00,18.9,34,23,22,0,1,3600.00,547.2,383.7,528.5
2021-08-02T10:00,20.0,47,26,40,0,1,3600.00,649.4,504.0,636.8
2021-08-02T11:00,20.3,82,60,47,0,1,3600.00,598.8,423.5,517.0
2021-08-02T12:00,19.7,44,7,62,0,1,3600.00,477.7,290.7,360.0
2021-08-02T13:00,20.5,36,9,46,0,1,3600.00,470.5,320.1,422.6
2021-08-02T14:00,21.2,32,1,51,0,1,3600.00,436.5,301.6,448.9
2021-08-02T15:00,21.7,43,0,71,0,1,3600.00,364.1,242.1,434.7
2021-08-02T16:00,21.0,45,1,73,0,1,3600.00,206.8,104.7,248.9
2021-08-02T17:00,19.8,32,1,52,0,1,3600.00,134.0,69.7,256.8
2021-08-02T18:00,19.0,35,4,52,0,1,3600.00,53.0,24.0,199.3
2021-08-02T19:00,17.7,38,5,55,0,0,21.70,0.0,0.0,0.0
2021-08-02T20:00,16.8,32,4,47,0,0,0.00,0.0,0.0,0.0
2021-08-02T21:00,15.7,22,0,36,0,0,0.00,0.0,0.0,0.0
2021-08-02T22:00,15.0,17,0,29,0,0,0.00,0.0,0.0,0.0
2021-08-02T23:00,14.5,10,0,16,0,0,0.00,0.0,0.0,0.0
2021-08-03T00:00,15.2,58,0,96,0,0,0.00,0.0,0.0,0.0
2021-08-03T01:00,14.4,39,0,65,0,0,0.00,0.0,0.0,0.0
2021-08-03T02:00,13.7,16,0,27,0,0,0.00,0.0,0.0,0.0
2021-08-03T03:00,12.7,24,0,40,0,0,0.00,0.0,0.0,0.0
2021-08-03T04:00,13.0,50,0,84,0,1,0.00,10.9,2.7,31.2
2021-08-03T05:00,14.5,53,1,85,4,1,0.00,66.0,12.6,60.9
2021-08-03T06:00,15.6,58,0,73,47,1,2562.60,162.2,51.9,145.4
2021-08-03T07:00,16.8,40,0,53,27,1,3600.00,272.3,133.8,267.7
2021-08-03T08:00,17.8,52,10,72,0,1,3600.00,398.7,227.0,363.3
2021-08-03T09:00,18.6,89,48,76,0,1,3600.00,428.7,244.8,338.5
2021-08-03T10:00,18.9,58,17,52,37,1,3600.00,349.2,166.3,210.8
2021-08-03T11:00,20.4,27,13,26,0,1,3600.00,610.0,379.0,464.1
2021-08-03T12:00,19.6,33,2,32,41,1,3600.00,682.3,531.0,659.7
2021-08-03T13:00,20.5,68,18,53,67,1,3600.00,491.6,314.2,416.4
2021-08-03T14:00,20.8,65,14,42,90,1,3600.00,433.5,265.9,397.5
2021-08-03T15:00,20.9,66,7,56,87,1,3600.00,342.1,220.3,397.8
2021-08-03T16:00,20.8,86,9,85,88,1,3600.00,210.7,104.5,250.6
2021-08-03T17:00,20.6,85,1,100,81,1,1261.44,100.8,27.3,102.0
2021-08-03T18:00,19.7,100,16,100,98,1,0.00,26.1,0.0,0.0
2021-08-03T19:00,19.2,83,2,85,100,0,0.00,0.0,0.0,0.0
2021-08-03T20:00,17.8,69,0,65,99,0,0.00,0.0,0.0,0.0
2021-08-03T21:00,17.1,76,0,77,98,0,0.00,0.0,0.0,0.0
2021-08-03T22:00,16.7,90,5,95,96,0,0.00,0.0,0.0,0.0
2021-08-03T23:00,16.6,90,5,97,92,0,0.00,0.0,0.0,0.0
2021-08-04T00:00,15.6,65,10,47,93,0,0.00,0.0,0.0,0.0
2021-08-04T01:00,15.3,54,1,50,76,0,0.00,0.0,0.0,0.0
2021-08-04T02:00,15.0,67,30,55,22,0,0.00,0.0,0.0,0.0
2021-08-04T03:00,14.9,62,0,98,11,0,0.00,0.0,0.0,0.0
2021-08-04T04:00,14.8,74,14,99,6,1,0.00,5.6,0.0,0.0
2021-08-04T05:00,15.2,76,20,96,0,1,0.00,46.0,9.5,46.9
2021-08-04T06:00,15.8,69,13,95,0,1,0.00,95.3,11.4,32.3
2021-08-04T07:00,16.4,55,8,79,0,1,0.00,159.6,24.5,49.2
2021-08-04T08:00,18.1,61,22,68,0,1,3600.00,385.6,188.4,302.8
2021-08-04T09:00,19.4,41,11,50,4,1,3600.00,468.5,281.3,390.3
2021-08-04T10:00,20.3,37,14,35,10,1,3600.00,525.9,314.9,400.6
2021-08-04T11:00,21.1,31,12,27,12,1,3600.00,671.8,460.0,565.2
2021-08-04T12:00,20.8,69,6,90,31,1,3600.00,651.6,454.8,567.0
2021-08-04T13:00,21.2,37,19,25,17,1,3600.00,513.6,248.6,330.8
2021-08-04T14:00,21.5,20,0,30,7,1,3600.00,533.5,374.4,562.3
2021-08-04T15:00,21.6,16,1,17,15,1,3600.00,417.7,309.4,562.1
2021-08-04T16:00,21.4,32,12,32,6,1,3600.00,300.3,202.7,490.4
2021-08-04T17:00,20.8,24,7,28,4,1,3600.00,168.1,109.0,412.6
2021-08-04T18:00,19.9,14,1,21,0,1,3600.00,61.7,34.7,308.4
2021-08-04T19:00,17.6,14,1,22,0,0,126.70,0.0,0.0,0.0
2021-08-04T20:00,16.6,14,1,22,0,0,0.00,0.0,0.0,0.0
2021-08-04T21:00,15.9,16,7,16,0,0,0.00,0.0,0.0,0.0
2021-08-04T22:00,15.3,23,12,20,1,0,0.00,0.0,0.0,0.0
2021-08-04T23:00,15.5,3,2,2,0,0,0.00,0.0,0.0,0.0
2021-08-05T00:00,16.1,56,0,46,96,0,0.00,0.0,0.0,0.0
2021-08-05T01:00,15.3,57,7,40,88,0,0.00,0.0,0.0,0.0
2021-08-05T02:00,14.9,32,0,6,95,0,0.00,0.0,0.0,0.0
2021-08-05T03:00,13.8,47,8,20,93,0,0.00,0.0,0.0,0.0
2021-08-05T04:00,13.9,76,21,46,100,1,0.00,8.6,0.0,0.0
2021-08-05T05:00,14.8,81,17,60,100,1,0.00,70.6,9.6,48.3
2021-08-05T06:00,16.3,52,2,35,96,1,2774.92,174.5,53.5,152.5
2021-08-05T07:00,18.0,77,12,64,92,1,3600.00,312.6,135.3,273.9
2021-08-05T08:00,18.9,77,15,60,92,1,3600.00,361.5,189.6,306.2
2021-08-05T09:00,19.9,62,0,53,100,1,3600.00,388.4,216.1,301.0
2021-08-05T10:00,22.0,56,7,32,100,1,3600.00,619.6,383.6,489.7
2021-08-05T11:00,22.8,61,15,29,100,1,3600.00,554.3,264.5,326.1
2021-08-05T12:00,22.4,58,4,41,100,1,3600.00,486.4,179.9,225.1
2021-08-05T13:00,22.4,61,3,48,99,1,3600.00,396.9,139.7,186.6
2021-08-05T14:00,22.4,61,2,49,99,1,1334.13,323.7,69.2,104.5
2021-08-05T15:00,20.9,99,32,67,99,1,572.54,274.0,43.3,79.1
2021-08-05T16:00,19.7,79,1,80,99,1,0.00,135.0,19.6,47.9
2021-08-05T17:00,19.6,86,17,68,100,1,881.90,112.5,23.3,89.4
2021-08-05T18:00,18.8,60,0,50,100,1,0.00,28.3,0.6,5.4
2021-08-05T19:00,17.3,67,0,62,99,0,0.00,0.0,0.0,0.0
2021-08-05T20:00,16.8,75,1,74,99,0,0.00,0.0,0.0,0.0
2021-08-05T21:00,16.2,80,0,84,99,0,0.00,0.0,0.0,0.0
2021-08-05T22:00,15.9,86,0,93,100,0,0.00,0.0,0.0,0.0
2021-08-05T23:00,15.8,87,0,96,98,0,0.00,0.0,0.0,0.0
2021-08-06T00:00,15.9,70,18,41,99,0,0.00,0.0,0.0,0.0
2021-08-06T01:00,15.8,73,0,71,100,0,0.00,0.0,0.0,0.0
2021-08-06T02:00,15.7,90,0,100,99,0,0.00,0.0,0.0,0.0
2021-08-06T03:00,15.6,90,0,100,99,0,0.00,0.0,0.0,0.0
2021-08-06T04:00,15.5,89,0,100,98,1,0.00,2.9,0.0,0.0
2021-08-06T05:00,16.0,87,0,100,91,1,0.00,19.5,0.0,0.0
2021-08-06T06:00,16.6,66,0,100,19,1,0.00,52.4,0.0,0.0
2021-08-06T07:00,17.8,61,0,100,2,1,0.00,122.6,4.7,9.5
2021-08-06T08:00,19.0,60,0,100,1,1,3223.00,261.9,103.2,167.4
2021-08-06T09:00,20.2,46,0,77,0,1,3600.00,383.1,186.2,260.4
2021-08-06T10:00,21.5,16,0,26,0,1,3600.00,546.9,304.6,390.3
2021-08-06T11:00,22.8,18,3,26,0,1,3600.00,649.6,446.9,552.9
2021-08-06T12:00,23.8,39,2,62,0,1,3600.00,643.6,482.4,605.7
2021-08-06T13:00,21.5,62,44,32,10,1,3600.00,454.6,279.3,374.6
2021-08-06T14:00,22.7,35,5,50,1,1,3600.00,468.5,338.5,513.4
2021-08-06T15:00,23.2,27,2,39,7,1,3600.00,385.5,276.5,508.6
2021-08-06T16:00,22.9,76,17,57,89,1,3600.00,260.1,171.4,422.1
2021-08-06T17:00,20.5,67,18,36,98,1,822.43,92.7,22.4,87.4
2021-08-06T18:00,19.8,53,5,45,72,1,0.00,30.7,2.9,27.8
2021-08-06T19:00,18.4,37,3,30,55,0,0.00,0.0,0.0,0.0
2021-08-06T20:00,17.6,56,22,34,53,0,0.00,0.0,0.0,0.0
2021-08-06T21:00,16.8,64,52,20,18,0,0.00,0.0,0.0,0.0
2021-08-06T22:00,16.4,100,93,35,0,0,0.00,0.0,0.0,0.0
2021-08-06T23:00,16.3,20,14,12,0,0,0.00,0.0,0.0,0.0
2021-08-07T00:00,16.8,7,1,10,0,0,0.00,0.0,0.0,0.0
2021-08-07T01:00,16.2,2,2,1,0,0,0.00,0.0,0.0,0.0
2021-08-07T02:00,15.8,2,1,1,0,0,0.00,0.0,0.0,0.0
2021-08-07T03:00,15.5,0,0,0,0,0,0.00,0.0,0.0,0.0
2021-08-07T04:00,15.2,2,1,1,0,1,0.00,6.1,0.0,0.0
2021-08-07T05:00,16.1,3,2,2,0,1,2868.72,108.5,54.3,281.6
2021-08-07T06:00,17.4,10,11,1,0,1,3600.00,248.6,166.6,483.8
2021-08-07T07:00,18.8,6,5,3,0,1,3600.00,381.3,276.0,565.7
2021-08-07T08:00,20.3,5,3,2,3,1,3600.00,530.7,414.1,675.2
2021-08-07T09:00,21.7,47,14,10,96,1,3600.00,654.1,536.4,753.1
2021-08-07T10:00,22.7,60,5,44,97,1,3600.00,689.4,526.2,676.5
2021-08-07T11:00,22.7,65,13,39,99,1,3600.00,531.0,256.4,318.3
2021-08-07T12:00,23.4,64,2,54,99,1,3600.00,540.7,323.2,407.4
2021-08-07T13:00,23.3,70,7,56,100,1,3600.00,470.9,256.1,345.0
2021-08-07T14:00,23.4,52,1,35,100,1,3600.00,338.3,144.9,220.8
2021-08-07T15:00,23.4,31,0,1,100,1,2948.93,288.0,85.5,158.3
2021-08-07T16:00,23.3,32,0,4,100,1,3405.89,240.9,69.8,173.5
2021-08-07T17:00,22.3,94,4,100,100,1,0.00,84.7,1.5,6.1
2021-08-07T18:00,21.7,92,2,100,100,1,0.00,27.9,2.3,22.7
2021-08-07T19:00,20.2,97,8,100,100,0,0.00,0.0,0.0,0.0
2021-08-07T20:00,18.3,100,22,100,100,0,0.00,0.0,0.0,0.0
2021-08-07T21:00,17.9,100,50,100,100,0,0.00,0.0,0.0,0.0
2021-08-07T22:00,17.8,78,0,80,100,0,0.00,0.0,0.0,0.0
2021-08-07T23:00,17.4,86,0,97,94,0,0.00,0.0,0.0,0.0
2021-08-08T00:00,17.5,46,2,73,0,0,0.00,0.0,0.0,0.0
2021-08-08T01:00,17.4,68,0,69,90,0,0.00,0.0,0.0,0.0
2021-08-08T02:00,17.1,5,0,4,9,0,0.00,0.0,0.0,0.0
2021-08-08T03:00,16.2,1,0,1,0,0,0.00,0.0,0.0,0.0
2021-08-08T04:00,15.8,5,0,9,0,1,0.00,6.4,0.0,0.0
2021-08-08T05:00,16.4,1,0,1,0,1,2778.73,104.9,51.6,273.0
2021-08-08T06:00,17.6,2,0,3,0,1,3600.00,252.0,174.8,512.6
2021-08-08T07:00,18.8,1,0,1,1,1,3600.00,402.8,308.0,635.3
2021-08-08T08:00,20.2,13,12,4,0,1,3600.00,551.1,450.0,737.2
2021-08-08T09:00,21.3,16,12,6,7,1,3600.00,627.6,508.7,717.2
2021-08-08T10:00,22.1,33,23,19,4,1,3600.00,684.3,548.1,707.4
2021-08-08T11:00,22.8,19,12,14,0,1,3600.00,686.1,539.1,671.8
2021-08-08T12:00,19.6,72,23,82,7,1,3600.00,673.1,538.6,681.5
2021-08-08T13:00,21.6,43,11,55,0,1,3600.00,496.8,332.1,449.3
2021-08-08T14:00,21.9,88,28,59,92,1,3600.00,406.4,256.9,393.6
2021-08-08T15:00,22.4,62,10,40,98,1,3600.00,295.8,131.3,244.7
2021-08-08T16:00,22.4,52,3,55,55,1,2039.73,170.8,51.0,128.0
2021-08-08T17:00,21.9,21,0,25,20,1,3600.00,146.4,88.1,355.1
2021-08-08T18:00,20.5,29,5,36,9,1,3600.00,48.0,25.7,268.0
2021-08-08T19:00,17.2,52,14,46,40,0,0.00,0.0,0.0,0.0
2021-08-08T20:00,17.0,62,17,34,89,0,0.00,0.0,0.0,0.0
2021-08-08T21:00,16.7,64,0,64,86,0,0.00,0.0,0.0,0.0
2021-08-08T22:00,16.8,70,0,70,92,0,0.00,0.0,0.0,0.0
2021-08-08T23:00,16.0,24,2,2,69,0,0.00,0.0,0.0,0.0
2021-08-09T00:00,16.0,57,3,52,76,0,0.00,0.0,0.0,0.0
2021-08-09T01:00,15.2,3,0,4,1,0,0.00,0.0,0.0,0.0
2021-08-09T02:00,14.5,2,1,1,0,0,0.00,0.0,0.0,0.0
2021-08-09T03:00,14.0,1,0,1,0,0,0.00,0.0,0.0,0.0
2021-08-09T04:00,13.4,1,0,1,0,1,0.00,6.9,0.0,0.0
2021-08-09T05:00,14.6,3,0,5,0,1,2688.35,106.4,54.0,291.2
2021-08-09T06:00,16.2,9,0,0,29,1,3600.00,243.8,161.2,477.3
2021-08-09T07:00,17.9,27,0,0,90,1,3600.00,402.2,306.0,635.5
2021-08-09T08:00,19.3,27,0,0,91,1,3600.00,488.0,307.9,507.1
2021-08-09T09:00,20.2,84,9,77,98,1,3600.00,493.9,218.6,309.4
2021-08-09T10:00,20.9,83,14,75,86,1,3132.18,434.8,126.9,164.4
2021-08-09T11:00,21.7,56,7,49,67,1,3600.00,496.6,286.8,358.7
2021-08-09T12:00,21.9,42,2,60,14,1,3600.00,532.6,353.8,449.4
2021-08-09T13:00,22.7,56,0,57,73,1,3600.00,479.3,300.3,408.0
2021-08-09T14:00,22.8,53,3,39,88,1,3600.00,331.5,144.7,222.9
2021-08-09T15:00,23.2,52,0,63,48,1,3600.00,347.6,190.4,357.5
2021-08-09T16:00,22.2,35,0,54,10,1,3600.00,215.5,106.1,268.8
2021-08-09T17:00,21.3,30,0,41,19,1,3600.00,130.5,71.7,294.0
2021-08-09T18:00,19.4,43,0,55,34,1,3600.00,39.9,19.1,209.1
2021-08-09T19:00,18.8,26,3,29,21,0,0.00,0.0,0.0,0.0
2021-08-09T20:00,17.3,77,0,92,73,0,0.00,0.0,0.0,0.0
2021-08-09T21:00,16.2,49,0,74,15,0,0.00,0.0,0.0,0.0
2021-08-09T22:00,16.0,26,0,41,3,0,0.00,0.0,0.0,0.0
2021-08-09T23:00,15.1,18,3,26,0,0,0.00,0.0,0.0,0.0
2021-08-10T00:00,14.9,0,0,0,0,0,0.00,0.0,0.0,0.0
2021-08-10T01:00,13.9,31,0,3,96,0,0.00,0.0,0.0,0.0
2021-08-10T02:00,13.7,33,0,9,93,0,0.00,0.0,0.0,0.0
2021-08-10T03:00,13.6,24,0,15,49,0,0.00,0.0,0.0,0.0
2021-08-10T04:00,13.5,38,0,62,2,1,0.00,3.7,0.0,0.0
2021-08-10T05:00,15.3,37,0,42,39,1,1937.42,82.3,32.6,178.9
2021-08-10T06:00,17.2,50,0,42,82,1,3600.00,187.6,91.9,274.8
2021-08-10T07:00,18.9,42,0,20,100,1,3600.00,329.9,197.3,412.3
2021-08-10T08:00,20.5,82,0,86,100,1,3600.00,418.3,221.4,366.4
2021-08-10T09:00,20.8,68,1,61,100,1,988.51,287.2,65.4,93.0
2021-08-10T10:00,19.9,77,0,78,100,1,0.00,313.1,29.1,37.9
2021-08-10T11:00,18.6,88,1,99,93,1,0.00,281.7,35.5,44.5
2021-08-10T12:00,21.0,37,6,48,9,1,0.00,82.0,0.0,0.0
2021-08-10T13:00,21.8,47,6,57,25,1,3600.00,481.1,284.8,388.7
2021-08-10T14:00,21.5,24,5,31,2,1,3577.33,314.5,115.7,179.2
2021-08-10T15:00,22.0,39,21,33,0,1,3600.00,377.8,255.8,483.6
2021-08-10T16:00,21.7,21,11,15,7,1,3600.00,265.9,175.3,449.0
2021-08-10T17:00,21.3,27,4,38,1,1,3600.00,164.1,109.4,456.3
2021-08-10T18:00,19.6,40,7,56,1,1,3600.00,41.6,20.8,238.7
2021-08-10T19:00,19.3,46,13,50,15,0,0.00,0.0,0.0,0.0
2021-08-10T20:00,17.1,56,20,48,32,0,0.00,0.0,0.0,0.0
2021-08-10T21:00,16.8,44,12,23,66,0,0.00,0.0,0.0,0.0
2021-08-10T22:00,15.9,64,1,66,80,0,0.00,0.0,0.0,0.0
2021-08-10T23:00,14.8,38,0,58,12,0,0.00,0.0,0.0,0.0
2021-08-11T00:00,14.9,8,3,9,0,0,0.00,0.0,0.0,0.0
2021-08-11T01:00,14.4,17,10,13,0,0,0.00,0.0,0.0,0.0
2021-08-11T02:00,14.4,37,28,20,0,0,0.00,0.0,0.0,0.0
2021-08-11T03:00,14.5,69,73,5,0,0,0.00,0.0,0.0,0.0
2021-08-11T04:00,14.4,91,98,0,9,1,0.00,4.2,0.0,0.0
2021-08-11T05:00,14.8,83,92,0,0,1,747.05,69.6,20.9,117.1
2021-08-11T06:00,15.3,40,44,0,0,1,3600.00,177.9,74.0,223.6
2021-08-11T07:00,16.5,57,63,0,1,1,3600.00,318.6,157.6,331.6
2021-08-11T08:00,17.8,55,61,0,0,1,3600.00,433.1,231.6,385.2
2021-08-11T09:00,19.1,51,57,0,0,1,3600.00,523.2,298.0,425.6
2021-08-11T10:00,20.5,57,63,0,0,1,3600.00,658.6,473.4,618.2
2021-08-11T11:00,21.4,65,67,5,7,1,3600.00,653.7,444.9,560.8
2021-08-11T12:00,21.1,51,24,16,66,1,3600.00,590.8,309.2,396.0
2021-08-11T13:00,21.7,47,17,44,17,1,3600.00,579.1,373.2,511.8
2021-08-11T14:00,21.8,64,24,37,67,1,3600.00,454.2,286.3,446.0
2021-08-11T15:00,21.5,32,12,20,31,1,3600.00,307.5,153.3,292.0
2021-08-11T16:00,21.5,44,39,15,0,1,3600.00,297.6,209.6,542.6
2021-08-11T17:00,20.9,31,24,15,0,1,3600.00,155.7,102.0,433.5
2021-08-11T18:00,19.3,16,4,20,0,1,3600.00,45.7,24.4,280.3
2021-08-11T19:00,17.0,12,1,18,0,0,0.00,0.0,0.0,0.0
2021-08-11T20:00,15.9,7,0,11,0,0,0.00,0.0,0.0,0.0
2021-08-11T21:00,15.9,4,0,6,0,0,0.00,0.0,0.0,0.0
2021-08-11T22:00,15.6,2,0,4,0,0,0.00,0.0,0.0,0.0
2021-08-11T23:00,14.1,2,0,3,0,0,0.00,0.0,0.0,0.0
2021-08-12T00:00,14.8,1,0,2,0,0,0.00,0.0,0.0,0.0
2021-08-12T01:00,13.4,0,0,0,0,0,0.00,0.0,0.0,0.0
2021-08-12T02:00,12.9,0,0,0,0,0,0.00,0.0,0.0,0.0
2021-08-12T03:00,12.8,0,0,0,0,0,0.00,0.0,0.0,0.0
2021-08-12T04:00,13.2,5,0,0,16,1,0.00,5.2,0.0,0.0
2021-08-12T05:00,14.8,0,0,0,0,1,2415.61,97.4,49.6,283.6
2021-08-12T06:00,17.1,8,0,0,26,1,3600.00,238.5,162.9,497.3
2021-08-12T07:00,19.6,27,0,0,90,1,3600.00,389.7,293.2,621.3
2021-08-12T08:00,21.6,18,0,0,59,1,3600.00,530.3,420.0,702.3
2021-08-12T09:00,22.8,26,0,0,88,1,3600.00,634.9,500.8,718.4
2021-08-12T10:00,23.8,24,0,0,81,1,3600.00,727.4,613.0,803.6
2021-08-12T11:00,24.7,27,7,33,3,1,3600.00,767.2,647.6,819.6
2021-08-12T12:00,25.1,47,0,69,18,1,3600.00,683.6,498.9,641.6
2021-08-12T13:00,26.0,56,0,93,1,1,3600.00,552.9,333.7,459.8
2021-08-12T14:00,26.5,60,0,100,0,1,3600.00,507.1,303.9,476.1
2021-08-12T15:00,26.2,59,0,98,0,1,3600.00,336.8,207.8,398.8
2021-08-12T16:00,25.8,55,0,91,0,1,2438.46,205.0,54.0,141.3
2021-08-12T17:00,25.2,41,0,69,0,1,1130.71,109.8,22.6,97.7
2021-08-12T18:00,23.5,54,0,55,71,1,1511.54,32.8,8.6,98.5
2021-08-12T19:00,21.9,51,0,35,99,0,0.00,0.0,0.0,0.0
2021-08-12T20:00,21.2,45,0,26,99,0,0.00,0.0,0.0,0.0
2021-08-12T21:00,20.3,43,0,26,92,0,0.00,0.0,0.0,0.0
2021-08-12T22:00,19.9,44,0,28,90,0,0.00,0.0,0.0,0.0
2021-08-12T23:00,20.1,42,3,23,85,0,0.00,0.0,0.0,0.0
2021-08-13T00:00,17.2,34,2,9,88,0,0.00,0.0,0.0,0.0
2021-08-13T01:00,16.9,44,6,17,94,0,0.00,0.0,0.0,0.0
2021-08-13T02:00,16.6,65,6,58,81,0,0.00,0.0,0.0,0.0
2021-08-13T03:00,16.8,63,10,54,71,0,0.00,0.0,0.0,0.0
2021-08-13T04:00,16.4,92,3,99,99,1,0.00,0.0,0.0,0.0
2021-08-13T05:00,17.9,61,0,91,21,1,0.00,57.7,9.0,52.7
2021-08-13T06:00,18.7,31,0,43,17,1,0.00,83.7,9.2,28.2
2021-08-13T07:00,20.7,15,1,1,46,1,3600.00,272.4,166.3,354.8
2021-08-13T08:00,23.0,7,5,4,0,1,3600.00,519.5,403.6,678.5
2021-08-13T09:00,25.1,4,4,1,0,1,3600.00,627.6,518.2,746.6
2021-08-13T10:00,26.9,11,0,0,38,1,3600.00,714.0,603.7,794.8
2021-08-13T11:00,28.0,32,1,3,99,1,3600.00,748.9,637.4,810.1
2021-08-13T12:00,28.7,73,0,73,98,1,3600.00,634.1,434.6,561.4
2021-08-13T13:00,28.5,58,4,43,97,1,2752.30,369.1,109.6,151.7
2021-08-13T14:00,28.2,41,0,21,96,1,3600.00,387.6,139.8,220.3
2021-08-13T15:00,27.9,35,0,11,95,1,3600.00,357.9,179.0,346.1
2021-08-13T16:00,27.7,37,0,13,96,1,3600.00,242.5,123.8,327.5
2021-08-13T17:00,26.7,33,0,8,94,1,3600.00,117.5,42.6,188.3
2021-08-13T18:00,24.5,38,5,10,93,1,1613.00,35.2,8.3,95.4
2021-08-13T19:00,23.2,40,4,14,93,0,0.00,0.0,0.0,0.0
2021-08-13T20:00,23.2,52,1,38,93,0,0.00,0.0,0.0,0.0
2021-08-13T21:00,22.7,65,5,59,85,0,0.00,0.0,0.0,0.0
2021-08-13T22:00,22.2,72,3,73,85,0,0.00,0.0,0.0,0.0
2021-08-13T23:00,20.8,65,14,40,94,0,0.00,0.0,0.0,0.0
2021-08-14T00:00,19.7,75,2,76,92,0,0.00,0.0,0.0,0.0
2021-08-14T01:00,18.9,38,1,15,94,0,0.00,0.0,0.0,0.0
2021-08-14T02:00,17.2,35,3,12,85,0,0.00,0.0,0.0,0.0
2021-08-14T03:00,15.6,31,8,5,70,0,0.00,0.0,0.0,0.0
2021-08-14T04:00,15.2,42,20,7,67,1,0.00,0.0,0.0,0.0
2021-08-14T05:00,16.9,43,28,22,14,1,1367.00,79.0,29.4,175.5
2021-08-14T06:00,18.2,64,27,66,0,1,3600.00,177.2,73.5,229.3
2021-08-14T07:00,19.4,76,32,78,0,1,3600.00,292.9,142.9,307.1
2021-08-14T08:00,20.8,39,26,26,0,1,3600.00,434.0,293.4,496.0
2021-08-14T09:00,21.8,25,13,22,0,1,3600.00,523.7,311.2,450.5
2021-08-14T10:00,23.3,73,76,7,0,1,3600.00,610.0,418.5,553.3
2021-08-14T11:00,24.3,71,67,18,0,1,3600.00,565.5,303.0,386.7
2021-08-14T12:00,24.9,59,42,35,0,1,3600.00,529.3,272.6,353.6
2021-08-14T13:00,24.8,100,76,72,0,1,3600.00,432.4,198.0,275.5
2021-08-14T14:00,25.3,2,0,4,0,1,3600.00,450.7,271.0,429.6
2021-08-14T15:00,26.5,7,0,11,0,1,3600.00,448.7,350.4,683.0
2021-08-14T16:00,26.4,42,0,49,43,1,3600.00,289.0,199.1,533.0
2021-08-14T17:00,25.7,8,0,12,4,1,3600.00,157.0,96.0,432.4
2021-08-14T18:00,23.5,31,5,40,7,1,3497.53,38.7,20.3,232.9
2021-08-14T19:00,21.9,47,8,67,0,0,0.00,0.0,0.0,0.0
