time,cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),is_day (),shortwave_radiation_instant (W/m²),direct_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²)
2021-01-01T00:00,1,0,1,0,0,0.0,0.0,0.0,0.0
2021-01-01T01:00,1,0,1,0,0,0.0,0.0,0.0,0.0
2021-01-01T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-01T03:00,7,3,7,0,0,0.0,0.0,0.0,0.0
2021-01-01T04:00,15,8,13,0,0,0.0,0.0,0.0,0.0
2021-01-01T05:00,34,18,27,6,0,0.0,0.0,0.0,0.0
2021-01-01T06:00,45,23,34,14,0,0.0,0.0,0.0,0.0
2021-01-01T07:00,85,62,34,28,0,0.0,0.0,0.0,0.0
2021-01-01T08:00,83,67,26,23,0,0.0,0.0,0.0,0.0
2021-01-01T09:00,34,23,21,3,1,60.6,23.8,36.8,167.0
2021-01-01T10:00,53,34,22,32,1,159.7,79.2,80.5,289.2
2021-01-01T11:00,2,1,2,0,1,285.1,179.5,105.6,486.7
2021-01-01T12:00,91,92,14,0,1,381.2,285.1,96.1,677.3
2021-01-01T13:00,34,31,9,2,1,295.3,164.6,130.7,385.6
2021-01-01T14:00,71,34,68,0,1,287.0,182.5,104.4,472.8
2021-01-01T15:00,61,28,38,43,1,205.7,125.9,79.9,417.6
2021-01-01T16:00,46,12,38,42,1,97.0,53.7,43.4,300.5
2021-01-01T17:00,48,23,33,25,1,13.2,6.2,7.0,71.4
2021-01-01T18:00,28,9,22,21,0,0.0,0.0,0.0,0.0
2021-01-01T19:00,12,4,14,0,0,0.0,0.0,0.0,0.0
2021-01-01T20:00,2,0,4,0,0,0.0,0.0,0.0,0.0
2021-01-01T21:00,2,0,4,0,0,0.0,0.0,0.0,0.0
2021-01-01T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-01T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-02T00:00,1,0,1,0,0,0.0,0.0,0.0,0.0
2021-01-02T01:00,3,2,2,0,0,0.0,0.0,0.0,0.0
2021-01-02T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-02T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-02T04:00,1,0,0,4,0,0.0,0.0,0.0,0.0
2021-01-02T05:00,1,0,0,2,0,0.0,0.0,0.0,0.0
2021-01-02T06:00,2,2,0,0,0,0.0,0.0,0.0,0.0
2021-01-02T07:00,5,6,0,0,0,0.0,0.0,0.0,0.0
2021-01-02T08:00,13,14,1,0,0,0.0,0.0,0.0,0.0
2021-01-02T09:00,11,11,2,0,1,84.5,43.3,41.1,303.6
2021-01-02T10:00,5,5,1,0,1,197.4,109.1,88.3,397.9
2021-01-02T11:00,11,11,2,0,1,325.0,234.1,90.9,633.4
2021-01-02T12:00,10,11,0,0,1,377.1,285.2,91.9,675.7
2021-01-02T13:00,1,1,0,0,1,378.3,274.5,103.8,640.7
2021-01-02T14:00,16,18,0,0,1,334.3,226.9,107.3,584.9
2021-01-02T15:00,42,46,1,0,1,268.6,202.5,66.1,667.1
2021-01-02T16:00,0,0,0,0,1,155.7,114.4,41.3,632.2
2021-01-02T17:00,0,0,0,0,1,20.2,13.0,7.2,149.6
2021-01-02T18:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-02T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-02T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-02T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-02T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-02T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-03T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-03T01:00,1,0,1,0,0,0.0,0.0,0.0,0.0
2021-01-03T02:00,16,0,27,0,0,0.0,0.0,0.0,0.0
2021-01-03T03:00,1,0,1,0,0,0.0,0.0,0.0,0.0
2021-01-03T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-03T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-03T06:00,3,1,3,0,0,0.0,0.0,0.0,0.0
2021-01-03T07:00,18,13,11,0,0,0.0,0.0,0.0,0.0
2021-01-03T08:00,25,16,17,0,0,0.0,0.0,0.0,0.0
2021-01-03T09:00,31,19,23,0,1,86.6,49.8,36.8,348.8
2021-01-03T10:00,39,23,31,0,1,197.5,131.2,66.3,477.7
2021-01-03T11:00,28,12,29,0,1,287.6,205.7,81.8,555.4
2021-01-03T12:00,54,39,32,0,1,348.7,251.5,97.2,594.0
2021-01-03T13:00,55,50,17,0,1,307.6,204.7,102.9,476.0
2021-01-03T14:00,68,70,7,1,1,301.5,205.4,96.1,526.7
2021-01-03T15:00,76,84,1,0,1,189.7,101.8,87.9,332.9
2021-01-03T16:00,72,37,65,0,1,67.4,22.2,45.2,121.2
2021-01-03T17:00,100,59,99,0,1,10.8,4.5,6.2,52.0
2021-01-03T18:00,100,82,83,0,0,0.0,0.0,0.0,0.0
2021-01-03T19:00,74,44,58,0,0,0.0,0.0,0.0,0.0
2021-01-03T20:00,76,49,54,0,0,0.0,0.0,0.0,0.0
2021-01-03T21:00,36,11,44,0,0,0.0,0.0,0.0,0.0
2021-01-03T22:00,20,8,22,0,0,0.0,0.0,0.0,0.0
2021-01-03T23:00,16,10,12,0,0,0.0,0.0,0.0,0.0
2021-01-04T00:00,21,13,16,0,0,0.0,0.0,0.0,0.0
2021-01-04T01:00,31,14,30,0,0,0.0,0.0,0.0,0.0
2021-01-04T02:00,100,100,37,0,0,0.0,0.0,0.0,0.0
2021-01-04T03:00,100,100,37,0,0,0.0,0.0,0.0,0.0
2021-01-04T04:00,47,40,19,0,0,0.0,0.0,0.0,0.0
2021-01-04T05:00,29,20,18,0,0,0.0,0.0,0.0,0.0
2021-01-04T06:00,52,26,48,0,0,0.0,0.0,0.0,0.0
2021-01-04T07:00,52,21,55,0,0,0.0,0.0,0.0,0.0
2021-01-04T08:00,59,16,75,0,0,0.0,0.0,0.0,0.0
2021-01-04T09:00,68,18,86,0,1,65.0,19.5,45.5,136.2
2021-01-04T10:00,100,100,79,0,1,142.9,40.3,102.7,146.3
2021-01-04T11:00,100,89,60,0,1,269.4,120.5,148.9,324.4
2021-01-04T12:00,53,51,12,0,1,352.0,204.0,148.0,480.3
2021-01-04T13:00,34,24,20,0,1,376.6,260.7,115.9,603.8
2021-01-04T14:00,34,26,18,0,1,321.5,216.9,104.7,553.1
2021-01-04T15:00,39,31,19,0,1,244.0,171.7,72.3,557.1
2021-01-04T16:00,31,21,20,0,1,134.6,87.7,46.8,472.1
2021-01-04T17:00,29,22,16,0,1,21.6,12.0,9.6,137.6
2021-01-04T18:00,2,2,0,0,0,0.0,0.0,0.0,0.0
2021-01-04T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-04T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-04T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-04T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-04T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T07:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T08:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T09:00,0,0,0,0,1,99.6,60.6,39.0,422.5
2021-01-05T10:00,0,0,0,0,1,240.4,179.3,61.1,649.6
2021-01-05T11:00,0,0,0,0,1,358.2,289.9,68.2,778.3
2021-01-05T12:00,0,0,0,0,1,426.1,356.3,69.8,835.8
2021-01-05T13:00,0,0,0,0,1,438.7,370.8,68.0,855.0
2021-01-05T14:00,0,0,0,0,1,395.3,331.2,64.2,840.1
2021-01-05T15:00,0,0,0,0,1,301.0,247.8,53.2,797.9
2021-01-05T16:00,0,0,0,0,1,168.0,128.4,39.6,681.3
2021-01-05T17:00,0,0,0,0,1,26.2,16.7,9.5,192.1
2021-01-05T18:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T22:00,1,1,0,0,0,0.0,0.0,0.0,0.0
2021-01-05T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T07:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T08:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T09:00,0,0,0,0,1,97.4,60.6,36.8,420.9
2021-01-06T10:00,0,0,0,0,1,240.4,179.3,61.1,647.5
2021-01-06T11:00,0,0,0,0,1,360.5,292.2,68.2,781.9
2021-01-06T12:00,0,0,0,0,1,430.4,361.7,68.7,845.3
2021-01-06T13:00,0,0,0,0,1,442.9,375.9,67.0,862.9
2021-01-06T14:00,0,0,0,0,1,401.2,338.9,62.3,854.9
2021-01-06T15:00,0,0,0,0,1,307.5,253.4,54.2,809.4
2021-01-06T16:00,0,0,0,0,1,173.1,134.9,38.2,705.8
2021-01-06T17:00,0,0,0,0,1,28.8,18.9,9.9,216.9
2021-01-06T18:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-06T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T07:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T08:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T09:00,0,0,0,0,1,101.7,62.7,38.9,433.8
2021-01-07T10:00,0,0,0,0,1,246.8,185.7,61.0,668.4
2021-01-07T11:00,0,0,0,0,1,367.3,300.2,67.1,800.3
2021-01-07T12:00,0,0,0,0,1,437.9,370.2,67.7,861.8
2021-01-07T13:00,0,0,0,0,1,450.1,382.1,68.0,872.9
2021-01-07T14:00,0,0,0,0,1,407.2,344.8,62.4,864.7
2021-01-07T15:00,0,0,0,0,1,312.3,259.0,53.4,820.5
2021-01-07T16:00,0,0,0,0,1,178.2,139.1,39.1,718.1
2021-01-07T17:00,0,0,0,0,1,31.6,21.2,10.4,242.7
2021-01-07T18:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-07T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-08T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-08T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-08T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-08T03:00,23,0,0,76,0,0.0,0.0,0.0,0.0
2021-01-08T04:00,0,0,0,1,0,0.0,0.0,0.0,0.0
2021-01-08T05:00,6,0,0,21,0,0.0,0.0,0.0,0.0
2021-01-08T06:00,15,0,0,50,0,0.0,0.0,0.0,0.0
2021-01-08T07:00,18,0,0,60,0,0.0,0.0,0.0,0.0
2021-01-08T08:00,11,0,0,36,0,0.0,0.0,0.0,0.0
2021-01-08T09:00,17,0,0,58,1,103.8,62.7,41.1,431.3
2021-01-08T10:00,26,0,0,85,1,242.8,170.1,72.7,609.6
2021-01-08T11:00,26,0,0,85,1,357.1,268.4,88.7,712.7
2021-01-08T12:00,0,0,0,0,1,398.8,276.1,122.7,640.0
2021-01-08T13:00,0,0,0,0,1,457.2,392.2,65.0,891.7
2021-01-08T14:00,0,0,0,0,1,414.0,352.6,61.4,878.8
2021-01-08T15:00,0,0,0,0,1,319.7,267.2,52.6,839.6
2021-01-08T16:00,0,0,0,0,1,184.2,144.9,39.2,737.5
2021-01-08T17:00,0,0,0,0,1,34.7,23.9,10.8,273.9
2021-01-08T18:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-08T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-08T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-08T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-08T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-08T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-09T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-09T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-09T02:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-09T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-09T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-09T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-09T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-09T07:00,1,0,1,0,0,0.0,0.0,0.0,0.0
2021-01-09T08:00,3,0,5,0,1,0.0,0.0,0.0,0.0
2021-01-09T09:00,6,0,10,0,1,101.6,60.5,41.1,413.6
2021-01-09T10:00,37,0,61,0,1,224.5,140.2,84.4,500.1
2021-01-09T11:00,47,0,78,0,1,317.3,201.3,116.0,532.2
2021-01-09T12:00,4,0,7,0,1,371.4,238.1,133.3,549.3
2021-01-09T13:00,20,0,33,0,1,429.4,341.3,88.1,771.9
2021-01-09T14:00,28,0,46,0,1,398.2,321.6,76.6,796.5
2021-01-09T15:00,24,0,40,0,1,314.0,250.9,63.2,781.5
2021-01-09T16:00,6,0,8,5,1,168.2,113.6,54.5,570.0
2021-01-09T17:00,9,0,8,13,1,33.9,19.6,14.3,224.5
2021-01-09T18:00,9,0,14,1,0,0.0,0.0,0.0,0.0
2021-01-09T19:00,25,0,41,0,0,0.0,0.0,0.0,0.0
2021-01-09T20:00,54,0,88,3,0,0.0,0.0,0.0,0.0
2021-01-09T21:00,60,0,55,90,0,0.0,0.0,0.0,0.0
2021-01-09T22:00,58,0,87,21,0,0.0,0.0,0.0,0.0
2021-01-09T23:00,62,0,90,25,0,0.0,0.0,0.0,0.0
2021-01-10T00:00,50,0,38,90,0,0.0,0.0,0.0,0.0
2021-01-10T01:00,1,0,2,0,0,0.0,0.0,0.0,0.0
2021-01-10T02:00,7,4,5,0,0,0.0,0.0,0.0,0.0
2021-01-10T03:00,25,1,5,71,0,0.0,0.0,0.0,0.0
2021-01-10T04:00,4,0,6,0,0,0.0,0.0,0.0,0.0
2021-01-10T05:00,17,0,28,0,0,0.0,0.0,0.0,0.0
2021-01-10T06:00,5,0,9,0,0,0.0,0.0,0.0,0.0
2021-01-10T07:00,7,0,1,21,0,0.0,0.0,0.0,0.0
2021-01-10T08:00,10,0,0,35,1,0.0,0.0,0.0,0.0
2021-01-10T09:00,20,0,10,46,1,96.7,55.9,40.8,379.3
2021-01-10T10:00,14,0,1,46,1,224.4,141.4,83.0,501.9
2021-01-10T11:00,11,1,5,24,1,354.8,282.0,72.8,742.2
2021-01-10T12:00,5,2,1,9,1,422.2,342.9,79.4,787.4
2021-01-10T13:00,15,3,2,37,1,446.5,372.4,74.1,837.8
2021-01-10T14:00,4,3,2,0,1,389.0,305.7,83.3,752.2
2021-01-10T15:00,2,1,1,0,1,314.4,258.2,56.2,797.4
2021-01-10T16:00,1,0,1,0,1,184.8,144.5,40.3,714.1
2021-01-10T17:00,2,1,2,0,1,37.9,25.4,12.5,291.4
2021-01-10T18:00,4,3,2,0,0,0.0,0.0,0.0,0.0
2021-01-10T19:00,4,4,1,0,0,0.0,0.0,0.0,0.0
2021-01-10T20:00,3,3,1,0,0,0.0,0.0,0.0,0.0
2021-01-10T21:00,2,2,1,0,0,0.0,0.0,0.0,0.0
2021-01-10T22:00,2,1,1,0,0,0.0,0.0,0.0,0.0
2021-01-10T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-11T00:00,2,1,1,0,0,0.0,0.0,0.0,0.0
2021-01-11T01:00,2,1,1,0,0,0.0,0.0,0.0,0.0
2021-01-11T02:00,1,1,0,0,0,0.0,0.0,0.0,0.0
2021-01-11T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-11T04:00,8,0,0,25,0,0.0,0.0,0.0,0.0
2021-01-11T05:00,7,0,0,24,0,0.0,0.0,0.0,0.0
2021-01-11T06:00,6,0,0,21,0,0.0,0.0,0.0,0.0
2021-01-11T07:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-11T08:00,0,0,0,0,1,0.0,0.0,0.0,0.0
2021-01-11T09:00,0,0,0,0,1,102.5,66.2,36.3,445.8
2021-01-11T10:00,0,0,0,0,1,247.5,186.6,60.9,659.1
2021-01-11T11:00,0,0,0,0,1,369.5,302.4,67.1,792.1
2021-01-11T12:00,0,0,0,0,1,441.3,372.6,68.8,851.2
2021-01-11T13:00,0,0,0,0,1,457.7,391.6,66.1,875.9
2021-01-11T14:00,0,0,0,0,1,415.8,353.3,62.5,863.3
2021-01-11T15:00,0,0,0,0,1,321.9,268.2,53.6,820.7
2021-01-11T16:00,0,0,0,0,1,187.8,148.1,39.7,720.9
2021-01-11T17:00,0,0,0,0,1,40.9,27.5,13.4,315.9
2021-01-11T18:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-11T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-11T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-11T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-11T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-11T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-12T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-12T01:00,1,0,0,2,0,0.0,0.0,0.0,0.0
2021-01-12T02:00,9,0,0,29,0,0.0,0.0,0.0,0.0
2021-01-12T03:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-12T04:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-12T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-12T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-12T07:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-12T08:00,0,0,0,0,1,0.0,0.0,0.0,0.0
2021-01-12T09:00,0,0,0,0,1,103.9,67.8,36.0,453.1
2021-01-12T10:00,0,0,0,0,1,249.9,190.3,59.6,668.4
2021-01-12T11:00,0,0,0,0,1,372.8,305.8,67.1,796.8
2021-01-12T12:00,0,0,0,0,1,445.6,376.8,68.8,856.4
2021-01-12T13:00,0,0,0,0,1,460.8,393.7,67.1,875.5
2021-01-12T14:00,0,0,0,0,1,418.9,356.4,62.6,864.7
2021-01-12T15:00,0,0,0,0,1,324.9,270.4,54.6,819.5
2021-01-12T16:00,0,0,0,0,1,191.5,150.2,41.4,719.9
2021-01-12T17:00,0,0,0,0,1,43.6,29.3,14.2,336.4
2021-01-12T18:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-12T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-12T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-12T21:00,1,0,0,3,0,0.0,0.0,0.0,0.0
2021-01-12T22:00,9,0,0,30,0,0.0,0.0,0.0,0.0
2021-01-12T23:00,13,0,0,43,0,0.0,0.0,0.0,0.0
2021-01-13T00:00,11,0,0,38,0,0.0,0.0,0.0,0.0
2021-01-13T01:00,11,0,0,38,0,0.0,0.0,0.0,0.0
2021-01-13T02:00,12,0,0,40,0,0.0,0.0,0.0,0.0
2021-01-13T03:00,12,0,0,40,0,0.0,0.0,0.0,0.0
2021-01-13T04:00,14,0,0,47,0,0.0,0.0,0.0,0.0
2021-01-13T05:00,10,0,0,33,0,0.0,0.0,0.0,0.0
2021-01-13T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-13T07:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-13T08:00,1,0,0,2,1,0.0,0.0,0.0,0.0
2021-01-13T09:00,0,0,0,1,1,105.2,67.3,37.9,445.5
2021-01-13T10:00,0,0,0,0,1,253.5,192.7,60.8,672.8
2021-01-13T11:00,0,0,0,0,1,377.3,310.2,67.1,804.0
2021-01-13T12:00,0,0,0,0,1,451.0,383.2,67.7,866.1
2021-01-13T13:00,0,0,0,0,1,465.0,397.9,67.1,879.3
2021-01-13T14:00,0,0,0,0,1,423.9,361.3,62.6,870.4
2021-01-13T15:00,0,0,0,0,1,329.8,275.1,54.7,826.0
2021-01-13T16:00,0,0,0,0,1,196.1,154.6,41.5,729.7
2021-01-13T17:00,0,0,0,0,1,46.3,31.6,14.7,362.2
2021-01-13T18:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-13T19:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-13T20:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-13T21:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-13T22:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-13T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-14T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-14T01:00,1,0,0,2,0,0.0,0.0,0.0,0.0
2021-01-14T02:00,4,0,0,14,0,0.0,0.0,0.0,0.0
2021-01-14T03:00,11,0,0,36,0,0.0,0.0,0.0,0.0
2021-01-14T04:00,17,0,0,57,0,0.0,0.0,0.0,0.0
2021-01-14T05:00,16,0,0,54,0,0.0,0.0,0.0,0.0
2021-01-14T06:00,4,1,0,12,0,0.0,0.0,0.0,0.0
2021-01-14T07:00,3,3,0,0,0,0.0,0.0,0.0,0.0
2021-01-14T08:00,1,1,0,0,1,0.0,0.0,0.0,0.0
2021-01-14T09:00,0,0,0,0,1,104.3,66.7,37.5,437.4
2021-01-14T10:00,1,1,0,0,1,252.0,191.2,60.7,663.3
2021-01-14T11:00,10,2,2,25,1,370.4,302.2,68.2,778.7
2021-01-14T12:00,7,3,1,13,1,436.2,359.9,76.2,808.8
2021-01-14T13:00,31,4,4,84,1,454.1,380.9,73.2,836.6
2021-01-14T14:00,38,5,7,96,1,404.3,330.2,74.0,789.6
2021-01-14T15:00,39,4,13,93,1,303.7,222.5,81.2,661.6
2021-01-14T16:00,38,4,12,91,1,166.7,100.3,66.4,466.3
2021-01-14T17:00,41,5,32,58,1,38.8,19.2,19.6,219.9
2021-01-14T18:00,21,3,28,4,0,0.0,0.0,0.0,0.0
2021-01-14T19:00,6,0,10,0,0,0.0,0.0,0.0,0.0
2021-01-14T20:00,4,0,3,9,0,0.0,0.0,0.0,0.0
2021-01-14T21:00,1,0,1,0,0,0.0,0.0,0.0,0.0
2021-01-14T22:00,2,0,0,5,0,0.0,0.0,0.0,0.0
2021-01-14T23:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-15T00:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-15T01:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-15T02:00,4,0,0,15,0,0.0,0.0,0.0,0.0
2021-01-15T03:00,2,2,1,0,0,0.0,0.0,0.0,0.0
2021-01-15T04:00,7,5,4,0,0,0.0,0.0,0.0,0.0
2021-01-15T05:00,9,8,3,0,0,0.0,0.0,0.0,0.0
2021-01-15T06:00,5,5,1,0,0,0.0,0.0,0.0,0.0
2021-01-15T07:00,3,3,0,0,0,0.0,0.0,0.0,0.0
2021-01-15T08:00,2,2,0,2,1,0.0,0.0,0.0,0.0
2021-01-15T09:00,4,1,0,9,1,105.4,66.2,39.3,429.0
2021-01-15T10:00,13,1,0,41,1,255.5,194.9,60.7,671.3
2021-01-15T11:00,8,1,0,24,1,374.8,302.1,72.7,773.9
2021-01-15T12:00,0,0,0,0,1,452.1,376.9,75.2,841.8
2021-01-15T13:00,0,0,0,0,1,473.3,406.1,67.2,886.1
2021-01-15T14:00,8,0,0,25,1,432.1,368.4,63.6,874.2
2021-01-15T15:00,3,0,0,10,1,336.9,278.5,58.4,819.9
2021-01-15T16:00,6,1,0,16,1,201.4,158.8,42.6,726.5
2021-01-15T17:00,14,2,0,41,1,51.4,34.8,16.5,399.8
2021-01-15T18:00,21,1,0,67,0,0.0,0.0,0.0,0.0
2021-01-15T19:00,16,1,0,50,0,0.0,0.0,0.0,0.0
2021-01-15T20:00,12,0,0,40,0,0.0,0.0,0.0,0.0
2021-01-15T21:00,10,0,0,34,0,0.0,0.0,0.0,0.0
2021-01-15T22:00,8,0,0,27,0,0.0,0.0,0.0,0.0
2021-01-15T23:00,6,0,0,19,0,0.0,0.0,0.0,0.0
2021-01-16T00:00,25,0,0,84,0,0.0,0.0,0.0,0.0
2021-01-16T01:00,24,0,0,81,0,0.0,0.0,0.0,0.0
2021-01-16T02:00,19,0,0,62,0,0.0,0.0,0.0,0.0
2021-01-16T03:00,16,0,0,54,0,0.0,0.0,0.0,0.0
2021-01-16T04:00,1,0,0,3,0,0.0,0.0,0.0,0.0
2021-01-16T05:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-16T06:00,0,0,0,0,0,0.0,0.0,0.0,0.0
2021-01-16T07:00,0,0,0,1,0,0.0,0.0,0.0,0.0
2021-01-16T08:00,0,0,0,1,1,0.0,0.0,0.0,0.0
2021-01-16T09:00,0,0,0,0,1,112.6,73.7,38.9,472.9
2021-01-16T10:00,0,0,0,0,1,265.5,203.7,61.9,696.6
2021-01-16T11:00,0,0,0,0,1,390.6,323.6,67.0,823.7
2021-01-16T12:00,0,0,0,0,1,466.9,398.1,68.8,883.6
2021-01-16T13:00,0,0,0,0,1,481.5,414.3,67.2,897.9
2021-01-16T14:00,0,0,0,0,1,440.9,378.2,62.7,890.3
